2011-08-07T05:57:45Z	100068086551543808	18974170	293331739	@ShesDopeTho good myself..
2011-08-07T05:57:45Z	100068086543171585	-22952486	227724619	RT @ChelsiCouture: @Raven_Ambitious I miss you too babe &lt;333 lol
2011-08-07T05:57:45Z	100068086530580481	-27154982	349315801	rick ross is the coolest guy alive.. dj khaleds 2nd
2011-08-07T05:57:44Z	100068082357256192	119653849	141815038	#HOLTSHIT. Wtf is wrong with those stupid #mosquitos? -.- #GoDieInAWhole
2011-08-07T05:57:44Z	100068082353061888	123848153	165504060	"Im finna lick dicks I MEAN , hit licks on these niggas !" Lmao paris is hella funny (=
2011-08-07T05:57:44Z	100068082348867584	77710809	170882500	When im in your presence you would give me butterflies
2011-08-07T05:57:44Z	100068082340470784	69314009	81988755	Photo: › Guys Who Have Ruined All Other Men For Me (in no particular order) Dylan Alvarez (Funny Man of... http://tumblr.com/xty3y1dbgz
2011-08-07T05:57:44Z	100068082340462592	69305817	258949269	Wait i think cyberbully is based on a true story...i just forgot who the real ppl were...
2011-08-07T05:57:44Z	100068082336276480	73508313	253914007	if the mother from malcolm of the middle was my mother i'd def kill myself
2011-08-07T05:57:44Z	100068082332073984	94471641	131702885	I wanted to go Canal today w/ @Krystena_ but she had a major tooth ache .
2011-08-07T05:57:44Z	100068082327891969	98678234	94031615	@YungEnvy_PAMG shidd we can still do dat !
2011-08-07T05:57:43Z	100068078158749697	224503255	66965105	@TheProfessorSD Sweet. Congrats!
2011-08-07T05:57:43Z	100068078158749696	224503256	183762499	RT @DamnItsTrue: It's frustrating when you know exactly what something means but not how to explain it. #DamnItsTrue
2011-08-07T05:57:43Z	100068078158745600	224499160	41245368	Photo: lamonifinlayson: http://tumblr.com/xve3y1daxi
2011-08-07T05:57:43Z	100068078158741504	224495064	119208691	Okay so like RT if you love your life
2011-08-07T05:57:43Z	100068078146170880	169981400	201851712	he swares he caught me on something. =/
2011-08-07T05:57:43Z	100068078141980672	174179800	343773642	#messagetomyex you were a poor excuse for a 1st boyfriend
2011-08-07T05:57:43Z	100068078141972481	174171607	287723839	@AnonymousIRC just wow...#antisecFTW
2011-08-07T05:57:43Z	100068078129381376	186746328	61921235	Ilumina Senhor esses meninos . . (@betomontero20 live on http://twitcam.com/62yuj)
2011-08-07T05:57:43Z	100068078125199362	190952918	338609098	Whatta day
2011-08-07T05:57:42Z	100068073960259584	279037399	109977878	Thats a shame I slept damn near all day and now im tired again... I wonder why s that???
2011-08-07T05:57:42Z	100068073956061185	283227608	39840694	@727_214_0568's twitcon gonna give me nightmares and shit. Oh gosh, I feel so uncomfortable.
2011-08-07T05:57:42Z	100068073956052992	283219415	282727298	RT @Thirty2zero: "R.I.P to the 31 U.S. Troops who were killed in a helicopter crash in Afghanistan. Show respect by retweeting this please!”
2011-08-07T05:57:42Z	100068073956048896	283215319	246120404	@JamiLo2 i was kidnapped!!!! i swear! i want to be with snooopy!!! and you of course :)
2011-08-07T05:57:42Z	100068073951854592	270632407	214070338	Aku jealous bile tngok dye dgan pompn lain. Sangat jealous !
2011-08-07T05:57:42Z	100068073939288064	300008919	153491782	Just had 3 bowls of cereal & my box is still full . #winning
2011-08-07T05:57:42Z	100068073930883073	291603928	243979087	Yay my wonderful hubby just ran out for some #timhortons! I've been craving timmies for a few days now! Lol
2011-08-07T05:57:41Z	100068069761748993	383882709	272472824	@sara_so_fly yeahhh see first ah ;)
2011-08-07T05:57:41Z	100068069744967680	400655830	316075689	RT @FlowSoKoldd I just wanna live drama free
2011-08-07T05:57:41Z	100068069740777472	388077014	35329071	@iCUo_OeATME hey friend
2011-08-07T05:57:41Z	100068069736579072	392267222	164445152	@DzulAlerion ayeee bro!! C: how are you?! And I know, rightt? Gah, to longg!
2011-08-07T05:57:40Z	100068065575829504	526484949	275014039	Lives Restored: Learning to Cope With a Mind’s Taunting Voices (NY Times): Share With Friends: | | Top New... http://feedzil.la/nennq5
2011-08-07T05:57:40Z	100068065571635200	480347605	258295949	#boyindetention been had leaked or whatever. lol
2011-08-07T05:57:40Z	100068065567440896	484541909	237535081	i want the old twitter back D:&lt;
2011-08-07T05:57:40Z	100068065559056384	476157397	261987712	I don't care if Mondays blue,Tuesdays gray and Wednesday too,Thursday I don't care about you it's Friday I'm in love.
2011-08-07T05:57:40Z	100068065550667776	501323221	59366355	i swear i love pussy but im more in love wit money
